WKT
"LINESTRING( -165.181560897 -3.01783820059 , -143.343572785 -18.0569546557 )"
"LINESTRING( -143.343572785 -18.0569546557 , -126.91437369 -28.5941179244 )"
"LINESTRING( -126.91437369 -28.5941179244 , -95.5079308975 -63.2047530607 )"
"LINESTRING( -126.91437369 -28.5941179244 , -78.4616858741 -5.22163102457 )"
"LINESTRING( -124.551304676 32.3757363823 , -165.181560897 -3.01783820059 )"
"LINESTRING( -124.551304676 32.3757363823 , -80.4355331333 5.12024753256 )"
"LINESTRING( -95.5079308975 -63.2047530607 , -58.6511626242 -42.8311444621 )"
"LINESTRING( -80.4355331333 5.12024753256 , -124.551304676 32.3757363823 )"
"LINESTRING( -80.4355331333 5.12024753256 , -59.4236136414 50.4350461598 )"
"LINESTRING( -78.4616858741 -5.22163102457 , -126.91437369 -28.5941179244 )"
"LINESTRING( -77.3836744276 -0.243178958385 , -80.4355331333 5.12024753256 )"
"LINESTRING( -77.3836744276 -0.243178958385 , -12.4588994682 17.048519809 )"
"LINESTRING( -59.4236136414 50.4350461598 , -12.4588994682 17.048519809 )"
"LINESTRING( -58.6511626242 -42.8311444621 , -78.4616858741 -5.22163102457 )"
"LINESTRING( -58.6511626242 -42.8311444621 , -33.4255396722 -40.1378258601 )"
"LINESTRING( -33.4255396722 -40.1378258601 , -58.6511626242 -42.8311444621 )"
"LINESTRING( -12.4588994682 17.048519809 , -59.4236136414 50.4350461598 )"
"LINESTRING( -12.4588994682 17.048519809 , -11.6388713264 16.6986665467 )"
"LINESTRING( -11.6388713264 16.6986665467 , -33.4255396722 -40.1378258601 )"
"LINESTRING( -10.7469327179 65.6194300474 , 3.43153463269 22.0083301779 )"
"LINESTRING( 3.43153463269 22.0083301779 , -11.6388713264 16.6986665467 )"
"LINESTRING( 3.43153463269 22.0083301779 , 56.9949099646 25.7836404494 )"
"LINESTRING( 56.9949099646 25.7836404494 , 3.43153463269 22.0083301779 )"
"LINESTRING( 56.9949099646 25.7836404494 , 75.5568384445 -0.960299542148 )"
"LINESTRING( 75.5568384445 -0.960299542148 , 56.9949099646 25.7836404494 )"
"LINESTRING( 75.5568384445 -0.960299542148 , 146.955329309 46.3053094008 )"
"LINESTRING( 76.3582599363 -2.60536429907 , 75.5568384445 -0.960299542148 )"
"LINESTRING( 76.3582599363 -2.60536429907 , 118.34868568 -17.5052520228 )"
"LINESTRING( 118.34868568 -17.5052520228 , 76.3582599363 -2.60536429907 )"
"LINESTRING( 118.34868568 -17.5052520228 , 118.34868568 -17.5052520228 )"
"LINESTRING( 118.34868568 -17.5052520228 , 163.651239501 1.84044898549 )"
"LINESTRING( 149.102658827 46.2563674183 , 146.955329309 46.3053094008 )"
"LINESTRING( 149.102658827 46.2563674183 , 149.102658827 46.2563674183 )"
"LINESTRING( 149.102658827 46.2563674183 , 163.651239501 1.84044898549 )"
"LINESTRING( 163.651239501 1.84044898549 , 118.34868568 -17.5052520228 )"
"LINESTRING( 163.651239501 1.84044898549 , 163.651239501 1.84044898549 )"
